Shelf mark	Name	Related shelfmark	Depository	Object	Size	Dating	Leaves/pages	Main text	Minor text	Gatherings	Full size	Leaf size	Catch Words and Gatherings	Production Unit	Pricking	Material	Ruling	Columns	Lines	Script	Rubric	Scribe	Production	Style	Colours	Form of Initials	Size of Initials	Iconography	Place	Literature	Links to Database
B 2			KB	Codex	Unknown	Unknown	ff. 147r-157v	MEStL	ToC	Unknown	Unknown	230x160	None	II	No	Parchment	None	1	Various		No	Further scribes	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Schlyter (1834:XXI-XXII; 1838:XL-XLI; 1862:XL; 1865:XIX-XX); Klemming (1868-1881:57); Åström (2003; 2013); Beckman (1917:54); Wiktorsson (1985:118-134); Geete (1900-1916:243-259)	Av
B 2			KB	Codex	Unknown	Unknown	f. 158r-v		RB 1507	Unknown	Unknown	230x160	None	II	No	Parchment	None	1	Various		No	Further scribes	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Schlyter (1834:XXI-XXII; 1838:XL-XLI; 1862:XL; 1865:XIX-XX); Klemming (1868-1881:57); Åström (2003; 2013); Beckman (1917:54); Wiktorsson (1985:118-134); Geete (1900-1916:243-259)	Av
B 2			KB	Codex	Unknown	Unknown	f. 158v		Genealogic annotation	Unknown	Unknown	230x160	None	II	No	Parchment	None	1	Various		No	Further scribes	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Schlyter (1834:XXI-XXII; 1838:XL-XLI; 1862:XL; 1865:XIX-XX); Klemming (1868-1881:57); Åström (2003; 2013); Beckman (1917:54); Wiktorsson (1985:118-134); Geete (1900-1916:243-259)	Av
B 2			KB	Codex	Unknown	Unknown	f. 159r	Historia de gentibus septentrionalibus:	prt	Unknown	Unknown	230x160	None	II	No	Parchment	None	1	Various		Yes	Further scribes	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Schlyter (1834:XXI-XXII; 1838:XL-XLI; 1862:XL; 1865:XIX-XX); Klemming (1868-1881:57); Åström (2003; 2013); Beckman (1917:54); Wiktorsson (1985:118-134); Geete (1900-1916:243-259)	Av
B 2			KB	Codex	Unknown	Unknown	f. 159v		On the tithe in Kyro socken and in Tavastland	Unknown	Unknown	230x160	None	II	No	Parchment	None	1	Various		No	Further scribes	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Schlyter (1834:XXI-XXII; 1838:XL-XLI; 1862:XL; 1865:XIX-XX); Klemming (1868-1881:57); Åström (2003; 2013); Beckman (1917:54); Wiktorsson (1985:118-134); Geete (1900-1916:243-259)	Av
B 2			KB	Codex	Unknown	Unknown	f. 160r-v			Unknown	Unknown	230x160	None	II	No	Parchment	None	1	Various		No	Further scribes	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Schlyter (1834:XXI-XXII; 1838:XL-XLI; 1862:XL; 1865:XIX-XX); Klemming (1868-1881:57); Åström (2003; 2013); Beckman (1917:54); Wiktorsson (1985:118-134); Geete (1900-1916:243-259)	Av
B 2			KB	Codex	Unknown	Unknown	ff. 161r-162v	UL	parts	Unknown	Unknown	230x160	None	II	No	Parchment	None	1	Various		No	Further scribes	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Schlyter (1834:XXI-XXII; 1838:XL-XLI; 1862:XL; 1865:XIX-XX); Klemming (1868-1881:57); Åström (2003; 2013); Beckman (1917:54); Wiktorsson (1985:118-134); Geete (1900-1916:243-259)	Av
B 2			KB	Codex	Unknown	Unknown	f. 163r	ÖgL	prt (several general rules)	Unknown	Unknown	230x160	None	II	No	Parchment	None	1	Various		No	Further scribes	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Schlyter (1834:XXI-XXII; 1838:XL-XLI; 1862:XL; 1865:XIX-XX); Klemming (1868-1881:57); Åström (2003; 2013); Beckman (1917:54); Wiktorsson (1985:118-134); Geete (1900-1916:243-259)	Av
B 2			KB	Codex	Unknown	Unknown	f. 163r	UL	prt (several general rules)	Unknown	Unknown	230x160	None	II	No	Parchment	None	1	Various		No	Further scribes	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Schlyter (1834:XXI-XXII; 1838:XL-XLI; 1862:XL; 1865:XIX-XX); Klemming (1868-1881:57); Åström (2003; 2013); Beckman (1917:54); Wiktorsson (1985:118-134); Geete (1900-1916:243-259)	Av
B 2			KB	Codex	Unknown	Unknown	ff. 163v-164v		Changes between old and new laws (1435)	Unknown	Unknown	230x160	None	II	No	Parchment	None	1	Various		No	Further scribes	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Schlyter (1834:XXI-XXII; 1838:XL-XLI; 1862:XL; 1865:XIX-XX); Klemming (1868-1881:57); Åström (2003; 2013); Beckman (1917:54); Wiktorsson (1985:118-134); Geete (1900-1916:243-259)	Av
B 3			KB	Codex	Unknown	1488	ff. 1r-15v	UL	Kkb	I:9 (3b, 3f; ff. 1-9); II:10 (5b; ff. 10-19); III:9 (4b, 1f; ff. 20-28); IV:10 (4b, 2f; ff. 29-38); V:b.4 + s.1; ff. 39-47); VI:9 (3b, 3f; ff. 48-56); VII:10 (5b; ff. 57-66); VIII:10 (5b; ff. 67-76); IX:11 (5b, 1f; ff. 77-87); X:13 (5b+3f; ff. 88-100 and a mirror leaf of a Latin antiphonary)	220x160	Unknown	None	I	Yes	Parchment	Ink	1	28-30	Cursiva R	Yes	Hand a (Johannes Laurentii)	Östgöterland (Askeby)	Romanesque	R	Lombard-styled large (4 lines), medium (3 lines) and small (2 lines) initials. At times, extentions of these are found in the lower margin.	Small, medium and large	None. Twelve large Lombard initials on 17r1-4, f. 28r25-28, f. 33r10-13, f. 37v9-12, f. 61r19-22, f. 64r6-9, f. 71r26-29, f. 78v11-14, f. 81v9-12, f. 90r3-6, f. 92v26-29, f. 93v24-27. In addition, two medium Lombard initials are found on f. 2v1-3 and on f. 87r27-29.	Throughout	Schlyter (1834:XXII); Schlyter (1862:XLVII-XLVIII); Åström (2003)	=HYPERLÄNK("https://manuscripta.se/ms/100255";"MS")
B 3			KB	Codex	Unknown	1488	ff.16r-99r	MEL		I:9 (3b, 3f; ff. 1-9); II:10 (5b; ff. 10-19); III:9 (4b, 1f; ff. 20-28); IV:10 (4b, 2f; ff. 29-38); V:b.4 + s.1; ff. 39-47); VI:9 (3b, 3f; ff. 48-56); VII:10 (5b; ff. 57-66); VIII:10 (5b; ff. 67-76); IX:11 (5b, 1f; ff. 77-87); X:13 (5b+3f; ff. 88-100 and a mirror leaf of a Latin antiphonary)	220x160	Unknown	None	I	Yes	Parchment	Ink	1	28-30	Cursiva R	Yes	Hand a (Johannes Laurentii)	Östgöterland (Askeby)	Romanesque	R	Lombard-styled large (4 lines), medium (3 lines) and small (2 lines) initials. At times, extentions of these are found in the lower margin.	Small, medium and large	None. Twelve large Lombard initials on 17r1-4, f. 28r25-28, f. 33r10-13, f. 37v9-12, f. 61r19-22, f. 64r6-9, f. 71r26-29, f. 78v11-14, f. 81v9-12, f. 90r3-6, f. 92v26-29, f. 93v24-27. In addition, two medium Lombard initials are found on f. 2v1-3 and on f. 87r27-29.	Throughout	Schlyter (1834:XXII); Schlyter (1862:XLVII-XLVIII); Åström (2003)	=HYPERLÄNK("https://manuscripta.se/ms/100255";"MS")
B 3			KB	Codex	Unknown	1488	ff. 26r-27v	MEL	Kgb (UL)	I:9 (3b, 3f; ff. 1-9); II:10 (5b; ff. 10-19); III:9 (4b, 1f; ff. 20-28); IV:10 (4b, 2f; ff. 29-38); V:b.4 + s.1; ff. 39-47); VI:9 (3b, 3f; ff. 48-56); VII:10 (5b; ff. 57-66); VIII:10 (5b; ff. 67-76); IX:11 (5b, 1f; ff. 77-87); X:13 (5b+3f; ff. 88-100 and a mirror leaf of a Latin antiphonary)	220x160	Unknown	None	I	Yes	Parchment	Ink	1	28-30	Cursiva R	Yes	Hand a (Johannes Laurentii)	Östgöterland (Askeby)	Romanesque	R	Lombard-styled large (4 lines), medium (3 lines) and small (2 lines) initials. At times, extentions of these are found in the lower margin.	Small, medium and large	None. Twelve large Lombard initials on 17r1-4, f. 28r25-28, f. 33r10-13, f. 37v9-12, f. 61r19-22, f. 64r6-9, f. 71r26-29, f. 78v11-14, f. 81v9-12, f. 90r3-6, f. 92v26-29, f. 93v24-27. In addition, two medium Lombard initials are found on f. 2v1-3 and on f. 87r27-29.	Throughout	Schlyter (1834:XXII); Schlyter (1862:XLVII-XLVIII); Åström (2003)	=HYPERLÄNK("https://manuscripta.se/ms/100255";"MS")
B 3			KB	Codex	Unknown	1488	f. 99r		Latin annotation	I:9 (3b, 3f; ff. 1-9); II:10 (5b; ff. 10-19); III:9 (4b, 1f; ff. 20-28); IV:10 (4b, 2f; ff. 29-38); V:b.4 + s.1; ff. 39-47); VI:9 (3b, 3f; ff. 48-56); VII:10 (5b; ff. 57-66); VIII:10 (5b; ff. 67-76); IX:11 (5b, 1f; ff. 77-87); X:13 (5b+3f; ff. 88-100 and a mirror leaf of a Latin antiphonary)	220x160	Unknown	None	I	Yes	Parchment	Ink	1	28-30	Cursiva R	Yes	Hand a (Johannes Laurentii)	Östgöterland (Askeby)	None	None	None	None	None	Nowhere	Schlyter (1834:XXII); Schlyter (1862:XLVII-XLVIII); Åström (2003)	=HYPERLÄNK("https://manuscripta.se/ms/100255";"MS")
B 4			KB	Codex	Unknown	1440-1460	f. 1v		Medical formulas	Unknown	260x180x100	Unknown	Custods on f. 25v, f. 45v, f. 55v, f. 65v, f. 75v, f. 85v, f. 95v, f. 112v, f. 122v, f. 132v, f. 140v, f. 150v, f. 160v, f. 170v.	I	No	Parchment	Dry		Unknown		No	Unknown	Arvid Birgersson Trolle (1460(?)-1505)	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Bergius (1758:41, 42, 87, 87-8); Klemming (1883-1886: 450); Ståhle (1949:104;112); Stiernhielm (1663:87-88); Collin (1827:292-4); Burman (1727); Klemming (1883-1884:101, 102, 140-1, 472-3, 452); Silfverstolpe (1879-1887:822-5); Beckman (1917:120); Ahnlund (1944)	=HYPERLÄNK("https://manuscripta.se/ms/100256";"MS (Not digitalised)")
B 4			KB	Codex	Unknown	1440-1460	f. 2r		RB	Unknown	260x180x100	Unknown	Custods on f. 25v, f. 45v, f. 55v, f. 65v, f. 75v, f. 85v, f. 95v, f. 112v, f. 122v, f. 132v, f. 140v, f. 150v, f. 160v, f. 170v.	I	No	Parchment	Dry		Unknown		No	Unknown	Arvid Birgersson Trolle (1460(?)-1505)	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Bergius (1758:41, 42, 87, 87-8); Klemming (1883-1886: 450); Ståhle (1949:104;112); Stiernhielm (1663:87-88); Collin (1827:292-4); Burman (1727); Klemming (1883-1884:101, 102, 140-1, 472-3, 452); Silfverstolpe (1879-1887:822-5); Beckman (1917:120); Ahnlund (1944)	=HYPERLÄNK("https://manuscripta.se/ms/100256";"MS (Not digitalised)")
B 4			KB	Codex	Unknown	1440-1460	f. 2r		Medical formula	Unknown	260x180x100	Unknown	Custods on f. 25v, f. 45v, f. 55v, f. 65v, f. 75v, f. 85v, f. 95v, f. 112v, f. 122v, f. 132v, f. 140v, f. 150v, f. 160v, f. 170v.	I	No	Parchment	Dry		Unknown		No	Unknown	Arvid Birgersson Trolle (1460(?)-1505)	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Bergius (1758:41, 42, 87, 87-8); Klemming (1883-1886: 450); Ståhle (1949:104;112); Stiernhielm (1663:87-88); Collin (1827:292-4); Burman (1727); Klemming (1883-1884:101, 102, 140-1, 472-3, 452); Silfverstolpe (1879-1887:822-5); Beckman (1917:120); Ahnlund (1944)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1400%22%5D&pid=alvin-record%3A472910&c=19";"Av")
B 4			KB	Codex	Unknown	1440-1460	f. 3r		Charms	Unknown	260x180x100	Unknown	Custods on f. 25v, f. 45v, f. 55v, f. 65v, f. 75v, f. 85v, f. 95v, f. 112v, f. 122v, f. 132v, f. 140v, f. 150v, f. 160v, f. 170v.	I	No	Parchment	Dry		Unknown		No	Unknown	Arvid Birgersson Trolle (1460(?)-1505)	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Bergius (1758:41, 42, 87, 87-8); Klemming (1883-1886: 450); Ståhle (1949:104;112); Stiernhielm (1663:87-88); Collin (1827:292-4); Burman (1727); Klemming (1883-1884:101, 102, 140-1, 472-3, 452); Silfverstolpe (1879-1887:822-5); Beckman (1917:120); Ahnlund (1944)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1400%22%5D&pid=alvin-record%3A472910&c=19";"Av")
B 4			KB	Codex	Unknown	1440-1460	f. 3r		Medical formula	Unknown	260x180x100	Unknown	Custods on f. 25v, f. 45v, f. 55v, f. 65v, f. 75v, f. 85v, f. 95v, f. 112v, f. 122v, f. 132v, f. 140v, f. 150v, f. 160v, f. 170v.	I	No	Parchment	Dry		Unknown		Yes	Unknown	Arvid Birgersson Trolle (1460(?)-1505)	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Bergius (1758:41, 42, 87, 87-8); Klemming (1883-1886: 450); Ståhle (1949:104;112); Stiernhielm (1663:87-88); Collin (1827:292-4); Burman (1727); Klemming (1883-1884:101, 102, 140-1, 472-3, 452); Silfverstolpe (1879-1887:822-5); Beckman (1917:120); Ahnlund (1944)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1400%22%5D&pid=alvin-record%3A472910&c=19";"Av")
B 4			KB	Codex	Unknown	1440-1460	ff. 3v-4r		Kungens ensaker (short)	Unknown	260x180x100	Unknown	Custods on f. 25v, f. 45v, f. 55v, f. 65v, f. 75v, f. 85v, f. 95v, f. 112v, f. 122v, f. 132v, f. 140v, f. 150v, f. 160v, f. 170v.	I	No	Parchment	Dry		Unknown		No	Unknown	Arvid Birgersson Trolle (1460(?)-1505)	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Bergius (1758:41, 42, 87, 87-8); Klemming (1883-1886: 450); Ståhle (1949:104;112); Stiernhielm (1663:87-88); Collin (1827:292-4); Burman (1727); Klemming (1883-1884:101, 102, 140-1, 472-3, 452); Silfverstolpe (1879-1887:822-5); Beckman (1917:120); Ahnlund (1944)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1400%22%5D&pid=alvin-record%3A472910&c=19";"Av")
B 4			KB	Codex	Unknown	1440-1460	f. 6r-v		Legal formulas	Unknown	260x180x100	Unknown	Custods on f. 25v, f. 45v, f. 55v, f. 65v, f. 75v, f. 85v, f. 95v, f. 112v, f. 122v, f. 132v, f. 140v, f. 150v, f. 160v, f. 170v.	I	No	Parchment	Dry		Unknown		No	Unknown	Arvid Birgersson Trolle (1460(?)-1505)	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Bergius (1758:41, 42, 87, 87-8); Klemming (1883-1886: 450); Ståhle (1949:104;112); Stiernhielm (1663:87-88); Collin (1827:292-4); Burman (1727); Klemming (1883-1884:101, 102, 140-1, 472-3, 452); Silfverstolpe (1879-1887:822-5); Beckman (1917:120); Ahnlund (1944)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1400%22%5D&pid=alvin-record%3A472910&c=19";"Av")
B 4			KB	Codex	Unknown	1440-1460	f. 7r	St Bridgit	Letter to Birger	Unknown	260x180x100	Unknown	Custods on f. 25v, f. 45v, f. 55v, f. 65v, f. 75v, f. 85v, f. 95v, f. 112v, f. 122v, f. 132v, f. 140v, f. 150v, f. 160v, f. 170v.	I	No	Parchment	Dry		Unknown		No	Unknown	Arvid Birgersson Trolle (1460(?)-1505)	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Bergius (1758:41, 42, 87, 87-8); Klemming (1883-1886: 450); Ståhle (1949:104;112); Stiernhielm (1663:87-88); Collin (1827:292-4); Burman (1727); Klemming (1883-1884:101, 102, 140-1, 472-3, 452); Silfverstolpe (1879-1887:822-5); Beckman (1917:120); Ahnlund (1944)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1400%22%5D&pid=alvin-record%3A472910&c=19";"Av")
B 4			KB	Codex	Unknown	1440-1460	f. 8r		Astronomic text	Unknown	260x180x100	Unknown	Custods on f. 25v, f. 45v, f. 55v, f. 65v, f. 75v, f. 85v, f. 95v, f. 112v, f. 122v, f. 132v, f. 140v, f. 150v, f. 160v, f. 170v.	I	No	Parchment	Dry		Unknown		No	Unknown	Arvid Birgersson Trolle (1460(?)-1505)	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Bergius (1758:41, 42, 87, 87-8); Klemming (1883-1886: 450); Ståhle (1949:104;112); Stiernhielm (1663:87-88); Collin (1827:292-4); Burman (1727); Klemming (1883-1884:101, 102, 140-1, 472-3, 452); Silfverstolpe (1879-1887:822-5); Beckman (1917:120); Ahnlund (1944)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1400%22%5D&pid=alvin-record%3A472910&c=19";"Av")
B 4			KB	Codex	Unknown	1440-1460	f. 8r	Revelations (St Bridgit), book 8	ch. 4	Unknown	260x180x100	Unknown	Custods on f. 25v, f. 45v, f. 55v, f. 65v, f. 75v, f. 85v, f. 95v, f. 112v, f. 122v, f. 132v, f. 140v, f. 150v, f. 160v, f. 170v.	I	No	Parchment	Dry		Unknown		Yes	Unknown	Arvid Birgersson Trolle (1460(?)-1505)	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Bergius (1758:41, 42, 87, 87-8); Klemming (1883-1886: 450); Ståhle (1949:104;112); Stiernhielm (1663:87-88); Collin (1827:292-4); Burman (1727); Klemming (1883-1884:101, 102, 140-1, 472-3, 452); Silfverstolpe (1879-1887:822-5); Beckman (1917:120); Ahnlund (1944)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1400%22%5D&pid=alvin-record%3A472910&c=19";"Av")
B 4			KB	Codex	Unknown	1440-1460	f. 9r		RB 1414 [2]	Unknown	260x180x100	Unknown	Custods on f. 25v, f. 45v, f. 55v, f. 65v, f. 75v, f. 85v, f. 95v, f. 112v, f. 122v, f. 132v, f. 140v, f. 150v, f. 160v, f. 170v.	I	No	Parchment	Dry		Unknown		No	Unknown	Arvid Birgersson Trolle (1460(?)-1505)	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Bergius (1758:41, 42, 87, 87-8); Klemming (1883-1886: 450); Ståhle (1949:104;112); Stiernhielm (1663:87-88); Collin (1827:292-4); Burman (1727); Klemming (1883-1884:101, 102, 140-1, 472-3, 452); Silfverstolpe (1879-1887:822-5); Beckman (1917:120); Ahnlund (1944)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1400%22%5D&pid=alvin-record%3A472910&c=19";"Av")
B 4			KB	Codex	Unknown	1440-1460	f. 10r		Legal formulas	Unknown	260x180x100	Unknown	Custods on f. 25v, f. 45v, f. 55v, f. 65v, f. 75v, f. 85v, f. 95v, f. 112v, f. 122v, f. 132v, f. 140v, f. 150v, f. 160v, f. 170v.	I	No	Parchment	Dry		Unknown		No	Unknown	Arvid Birgersson Trolle (1460(?)-1505)	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Bergius (1758:41, 42, 87, 87-8); Klemming (1883-1886: 450); Ståhle (1949:104;112); Stiernhielm (1663:87-88); Collin (1827:292-4); Burman (1727); Klemming (1883-1884:101, 102, 140-1, 472-3, 452); Silfverstolpe (1879-1887:822-5); Beckman (1917:120); Ahnlund (1944)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1400%22%5D&pid=alvin-record%3A472910&c=19";"Av")
B 4			KB	Codex	Unknown	1440-1460	ff. 11-17r		Calendarium	Unknown	260x180x100	Unknown	Custods on f. 25v, f. 45v, f. 55v, f. 65v, f. 75v, f. 85v, f. 95v, f. 112v, f. 122v, f. 132v, f. 140v, f. 150v, f. 160v, f. 170v.	I	No	Parchment	Dry		Unknown		No	Scribe a	Arvid Birgersson Trolle (1460(?)-1505)	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Bergius (1758:41, 42, 87, 87-8); Klemming (1883-1886: 450); Ståhle (1949:104;112); Stiernhielm (1663:87-88); Collin (1827:292-4); Burman (1727); Klemming (1883-1884:101, 102, 140-1, 472-3, 452); Silfverstolpe (1879-1887:822-5); Beckman (1917:120); Ahnlund (1944)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1400%22%5D&pid=alvin-record%3A472910&c=19";"Av")
B 4			KB	Codex	Unknown	1440-1460	f. 17v		Legal formulas	Unknown	260x180x100	Unknown	Custods on f. 25v, f. 45v, f. 55v, f. 65v, f. 75v, f. 85v, f. 95v, f. 112v, f. 122v, f. 132v, f. 140v, f. 150v, f. 160v, f. 170v.	I	No	Parchment	Dry		Unknown		No	Unknown	Arvid Birgersson Trolle (1460(?)-1505)	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Bergius (1758:41, 42, 87, 87-8); Klemming (1883-1886: 450); Ståhle (1949:104;112); Stiernhielm (1663:87-88); Collin (1827:292-4); Burman (1727); Klemming (1883-1884:101, 102, 140-1, 472-3, 452); Silfverstolpe (1879-1887:822-5); Beckman (1917:120); Ahnlund (1944)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1400%22%5D&pid=alvin-record%3A472910&c=19";"Av")
B 4			KB	Codex	Unknown	1440-1460	f. 18r	Revelations (St Bridgit), book 8	ch. 4	Unknown	260x180x100	Unknown	Custods on f. 25v, f. 45v, f. 55v, f. 65v, f. 75v, f. 85v, f. 95v, f. 112v, f. 122v, f. 132v, f. 140v, f. 150v, f. 160v, f. 170v.	I	No	Parchment	Dry		Unknown		No	Unknown	Arvid Birgersson Trolle (1460(?)-1505)	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Bergius (1758:41, 42, 87, 87-8); Klemming (1883-1886: 450); Ståhle (1949:104;112); Stiernhielm (1663:87-88); Collin (1827:292-4); Burman (1727); Klemming (1883-1884:101, 102, 140-1, 472-3, 452); Silfverstolpe (1879-1887:822-5); Beckman (1917:120); Ahnlund (1944)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1400%22%5D&pid=alvin-record%3A472910&c=19";"Av")
B 4			KB	Codex	Unknown	1440-1460	f. 18v			Unknown	260x180x100	Unknown	Custods on f. 25v, f. 45v, f. 55v, f. 65v, f. 75v, f. 85v, f. 95v, f. 112v, f. 122v, f. 132v, f. 140v, f. 150v, f. 160v, f. 170v.	I	No	Parchment	Dry		Unknown		No	Unknown	Arvid Birgersson Trolle (1460(?)-1505)	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Bergius (1758:41, 42, 87, 87-8); Klemming (1883-1886: 450); Ståhle (1949:104;112); Stiernhielm (1663:87-88); Collin (1827:292-4); Burman (1727); Klemming (1883-1884:101, 102, 140-1, 472-3, 452); Silfverstolpe (1879-1887:822-5); Beckman (1917:120); Ahnlund (1944)	=HYPERLÄNK("https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1400%22%5D&pid=alvin-record%3A472910&c=19";"Av")
