Shelf mark	Name	Related Shelfmarks	Depository	Object	Size	Dating	Leaves/Pages	Main text	Minor text	Gatherings	Full size	Leaf size	Catch Words and Gatherings	Production Unit	Pricking	Material	Ruling	Columns	Lines	Script	Rubric	Scribe	Production	Style	Colours	Form of Initials	Size of Initials	Iconography	Place	Literature	Links to Database
							f.20v		Lisat over public lakes and rivers (?) in Västgötland																						
							ff.20v-114r	MEL (with later additions from KrL)																							
							ff.36v-37r		Äb ch. 1-2 (Mellersta lagen)																						
							ff.114v-115v	Gårdsrett (unknown)																							
B 15			KB	Codex	Unknown	1450-1500	ff. 1v-98v	MEL		I:2 (1b; ff. mirror-1); II:8 (4b; ff. 2-9); III:10 (5b; ff. 10-19); IV:10 (5b; ff. 20-29); V:10 (5b; ff. 30-39); VI:10 (5b; ff. 40-49); VII:10 (5b; ff. 50-59); VIII:10 (5b; ff. 60-69); IX:10 (5b; ff. 70-79); X:11 (5b; 1f; ff. 80-90); XI:8 (3b; 2f; ff. 91-98)	185x135x40	170x125	Yes; on f. 19v ("3"); f. 39v ("5"); f. 49v ("6"); f. 59v ("7"); f. 60r ("8"); f. 70r ("9"); f. 80r ("10").	I		Parchment	None	1	26-32	Cursiva R	Yes	Hand a	Unknown	Romansque	R	Ornamented large (7 lines) and Lombard small initials (1-2 lines).	Large and Small	None. According to AV; large initials on f. 63r15-21; f. 68v18-24; f. 77v16-23; f. 82r6-14; f. 87r.15-21.	Unknown	Schlyter (1862:XLI); Åström (2003:48; 125)	[MS (Not digitalised)](https://manuscripta.se/ms/100268)
																															[Av](https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1400%22%5D&pid=alvin-record%3A472875&c=2)
B 16			KB	Codex	Fol.	1510-1530 (SGL 1450-1500)	ff.1r-10v	MEL		II:11(5b+1f;ff.0:1-10) II:13(6b+1f;ff.11-23) III:10(5b;ff.24-33) IV:10(5b;ff.34-43) V:2(1b;ff.44-45) VI:10(5b;ff.46-55) VII:12(6b;ff.56-67) VIII:5(1b+3f;ff.68-72)	295x215x40	280x200	Yes. A custode is found on f. 44v. Paper and gathering numbers are found on the recto sides of the paper leaves; on ff. 1-3 ("aij"-"av"); ff. 11-16 ("bj"-"bvj"); ff. 24-27 ("c"); f. 34 ("dij"); f. 36 and f. 37 ("d"); f. 38 ("dvj"); f. 45 ("ej"); f. 48 ("[eiiij]"); f. 49 ("ev"); f. 56 and ff. 56-61 ("fj"-"fvj"); f. 68 ("gj"); and ff. 69-71 ("g").	I	Yes	Paper	Ink	1	27	Cursiva R	No	Hand a	Unknown	Romanesque	R	Small Lombard initials (2 lines)	Small	None	Throughout	Cornell (1943); N. Beckman (1919:28-35); Klemming (1868-1881:63-8); Beckman (1917:219-220)	[MS](https://manuscripta.se/ms/100269)
							ff.10v-11r	KrL	Gb ch. 3:1																						
							ff.11r-69r	MEL																							
							f.14v		Äb ch. 1-2 (Mellersta lagen)																						
						Unknown			Gårdsrett (Erik of Pommern)													Hand b									
B 17			KB	Codex	4to	[1415-1418]	f.1r	Virgilius; Aeneis 6: 620	Proverbs	I:12 (6b; ff. mirror-11); II:7 (3b; 1f; ff. 12-18); III:3 (1b; 1f; ff. 19-21); IV:11 (5b; 1f; ff. 22-32)	215x160x50	200x140	Yes. Custodes are found on f. 44v; f. 56v; f. 68v; f. 80v; f. 104v; f. 123v; f. 130v; f. 131v; f. 132v; f. 133v; f. 133r; f. 133v; f. 134v; f. 135v; f. 136r; f. 136v; f. 137v; f. 138r; f. 141v; f. 142v; f. 143v; f. 144r; f. 144v; f. 145v; f. 146r; f. 146v; f. 148r; f. 148v; f. 150r; f. 150v; ff. 152v–155r; f. 156r; f. 157r. In addition; gathering signatures are added to f. 22r ("2"); f. 33r and f. 34r ("3"); f. 39r and f. 40r ("4"); f. 44r ("5"); f. 50r and f. 51r ("6"); f. 67r ("7"); f. 69r and f. 70r ("8"); f. 76r and f. 77r ("9"); f. 83r and f. 84r ("10"); f. 86r and f. 87r ("11"); f. 92r and f. 93r ("12"); f. 95r ("13"); f. 99r ("1").	I	No	Paper	Ink	1	Various	Younger Cursive	No	Hand d	Unknown	Romanesque	R	Small Lombard initials (2 lines)	Small	None	Throughout	Fant (1815:7-8; 1818:2-5; 17-18; 22-32); Cornell (1943); Klemming (1868-1881:270-4; 1856:289-309); Storm (1880:226-228); Paulsson (1974:65-66; 275-292; 64-66; 275-292); Ejder (1974:9-10)	[MS](https://manuscripta.se/ms/100270)
							f.1v		Rhyme on sections of MEL and KrL																						
							f.1v		Rhyme on sections of MEsT																						
							f.2r		Poem																						
							ff.2v-4v		Minor legal text																						
							ff. 12r-15r	SdmL												Cursiva R		Hand a									
							f.15v	UL	UL: Kkb (part.)													Hand b									
							ff.16r-19r	SdmL																							
							ff.19r-20r	Rules for judges	red. C																						
							f.20r-v		List over Christian Swedish kings																						
							f.20v		Scribal notice (in Low German)																						
							ff.21r-31r	MEL																							
							ff.31v-32v		Catalogue of Swedish kings													Hand c									
							f.32v	KrL	Tmb													Hand b									
							ff.33r-105r	MEL		V:12 (6b; ff. 33-44); VI:12 (6b; ff. 45-56); VII:12 (6b; ff. 57-68); VIII:12 (6b; ff. 69-80); IX:12 (6b; ff. 81-92); X:12 (6b; ff. 93-104); XI:8 (4b; ff. 105-112); XII:6 (2b; 2f; ff. 113-118); XIII:16 (6b; 4f; ff. 119-132); XIV:13 (6b; 1f; ff. 133-141); XV:12 (6b; ff. 142-153); XVI:12 (6b; ff. 154-161:4); XVII:12 (6b; ff. 161:5-); XVIII:12 (6b; ff.-); XIX:16 (8b; ff. 161:44-)																					
							f.39v		Äb ch. 1-2 (Mellersta lagen)																						
							ff.105v-107v		Penal regulations for the Diocese of Strängnäs (1344)																						
							ff.107v-112v		On legal procedures																						
							f.112r-v		List of Swedish kings (heathen kings)																						
							ff.113r-119r	Annals (266-1430)	Annales Sigtunensis									2													
							f.119v		Letter									1													
							ff.122r-136v		Legal formulas											Younger Cursive		Hand e									
							ff.136v-137v	Book of Jesus' Son of Syrac	part.																						
							f.137r-v		Rhyme																						
							f.138v		Legal formulas																						
							f.139r		Rhyme																						
							ff.139v-140r		Port regulations (24.8.1450)																						
							ff.141r-143r		Kalmar recess (1474)																						
							ff.143v-147r		RBKK 1448																						
							ff.147v-149r		Ordinatio (Västerås; 1527)																						
							ff.149r-152r		Västerås recess (1528)																						
							ff.152v-157v	Gårdsrett (Gustav I)																							
							f.158r-v		RBGK 20.8.1556																						
							f.161r-v	HL	prt.													Hand f									
							f.161:43v		Poem																						
B 19			KB	Codex	Unknown	1500-1525	f.4r		SNA 20.3.1314	Unknown	210x150x45	200x135	Unknown	I	Unknown	Paper	Unknown	1	28-30	Unknown	Unknown	Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Cornell (1943); Beckman (1917:120); Schlyter (1834:xxxiii; 1862:liii); Åström (2003; 2013)	[MS (Not digitalised)](https://manuscripta.se/ms/100272)
							ff.4r-v		RBKM 8.9.1339																						
							ff.5r-16r	UL	Kkb																						
							ff.16v-120r	MEL																							
							ff.28r-29r		Kgb ch.10 (UL)																						
							f.120v		Legal formulas																						
B 22			KB	Codex	Unknown	1439	f.1r	KrL	Title	I:4 (2b; mirror-III); II:4 (2b; ff. IV-VII); III:10 (5b; ff. 1-10); IV:11 (5b; f.1; ff. 11-21); V:2 (1b; ff. 21-22); VI:2 (1b; ff. 23-24); VII:8 (4b; ff. 25-32); VIII:10 (5b; ff. 33-42); IX:2 (1b; ff. 43-44); X:11 (5b; 1f; ff. 45-55); XI:2 (1b; ff. 56-57); XII:6 (3b; ff. 58-63); XIII:4 (2b; ff. 64-67)	235x185x40	215x170	Unknown	I	Unknown	Paper	Unknown	1	25–30	Unknown	Unknown	Hand a	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown		[MS (Not digitalised)](https://manuscripta.se/ms/100273)
							ff.2r–60r																								
							ff.59v–60r	MEL	Tjb ch. 39																						
							ff.60r–61v		Text on differences between old and new laws																						
							ff.61v–62r		Text on obvious crimes (1439)																						
							f.62r		Legal formulas																						
B 23			KB	Codex	Unknown	1440-1460	ff.1r–5r		Calendarium	I:6 (2b; 2f; ff. mirror-5); II:8 (4b; ff. 6-13); III:10 (5b; ff. 14-23); IV:8 (4b; ff. 24-31); V:10 (4b; 2f; ff. 32-41); VI:8 (4b; ff. 42-49); VII:8 (4b; ff. 50-57); VIII:8 (4b; ff. 58-65); IX:8 (4b; ff. 66-73); X:8 (4b; ff. 74-81); XI:8 (4b; ff. 82-89); XII:8 (4b; ff. 90-97); XIII:8 (4b; ff. 98-105); XIV:8 (4b; ff. 106-113); XV:9 (4b; 1f; ff. 114-122); XVI:8 (4b; ff. 123-130); XVII:8 (4b; ff. 131-138); XVIII:8 (3b; 2f; ff. 139-146); XIX:8 (3b; 2f; ff. 147-154); XX:10 (4b; 2f; ff. 155-164); XXI:8 (4b; ff. 165-172); XXII:6 (2b; 2f; ff. 173-178)	255x195x70	240x185	Unknown	I		Parchment		2	22			Hand a (ff. 1r-39v)	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	N. Beckman (1917:219-220;1919:28–35); Klemming (1868-1881:63–68);	[MS (Not digitalised)](https://manuscripta.se/ms/100274)
							f.5v		Geneological table																						
							ff.6r–23v	UL	Kkb																						
																															
							f. (i KkB.22:pr)		Kkb ch.22																						
							ff.24r–170r	KrL																							
																						Hand b (ff. 40r-46v)									
																						Hand a (ff. 47r-116v)									
																						Hand b (ff.116v)									
																						Hand c (f. 117)									
							ff. 39v–41v		Kgb ch. 10-12 (UL)																						
							f.170vb	MEL	Tjb ch. 39																						
							ff.172r–176r		Gårdsrett (Erik of Pommern)																						
							f.176v-177v		Rules for judges																						
							f.178v		Medical recipes																						
B 23 a		B 172; B 5a	KB	Codex	Unknown	1425-1449	ff.3r-69r	KrL		I:2 (1f; ff. mirror-2); II:8 (3b; 2f; ff. 3-10); III:8 (4b; ff. 11-18); IV:8 (4b; ff. 19-26) V:8 (4b; ff. 27-34) VI:8 (4b; ff. 35-42); VII:8 (4b; ff. 43-50); VIII:8 (4b; ff. 51-58); IX:8 (4b; ff. 59-66); X:3 (1b 1f; ff. 67-69); XI:4 (2b; ff. 70-mirror)	310x230x45	305x225	Yes. Custodes on f. 10v; f. 18v; f. 26v; f. 34v; f. 42v; f. 50v; f. 58v; f. 66v.	I	Yes	Parchment	Ink	2	34-36	Cursiva R		Hand a (Same scribe as B 172; B 5a)	Unknown	Romanesque	R; B	Ornamented large (6 lines); miedum (3 lines) and small initials (1 line). Small initials are painted as Lombard letters.	Small; medium and large	A heraldic minoature with gold lettering is found on f. 2v. In additon; on f. 3v; an inhabited main initial contains a dragon figure in the initial in the form of an S. According to AV; three large initials (9 lines) are found on f. 3v (the named dragon initial); f. 24r; f. 48r; and twelve smaller large initials (5-7 lines) on f. 3r; f. 10v; f. 14r; f. 18r; f. 38v; f. 41v; f. 52v; f. 55v; f. 59v; f. 63v; f. 61v; f. 65r.	Throughout	Hedlund (1977:23); Ulkuniemi (1978); Wiktorsson (2004:283-311); Åström (2003:43; 130); Beckman (1917:120)	[MS (Not digitalised)](https://manuscripta.se/ms/100275)
																															[Av](https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1400%22%5D&pid=alvin-record%3A472884&c=4)
B 24			KB	Codex	Unknown	1442-1443	ff.1r–128v	KrL		I:3 (2b; 1f; ff. 0:1-0:5); II:14 (6b; 2f; ff. 1-14); III:12 (5b; 2f; ff. 15-26); IV: 14 (6b; 2f; ff. 27-40); V: 14 (6b; 2f; ff. 41-54); VI:15 (7b; 1f; ff. 55-69); VII:12 (5b; 2f; ff. 70-81); VIII:16 (8b; ff. 82-97); IX:14 (7b; ff. 98-111); X:16 (8b; ff. 112-127); XI:12 (6b; ff. 128-139); XII:3 (1b; 1f; ff. 140-142); XIII:7 (3b; 1f; ff. 143-149); XIV:4 (2b; ff. 150-153); XV:9 (4b; 1f; ff. 154-mirror)	215x150x50	210x140	Yes. Custodes on f. 14v; f. 26v; f. 40v; f. 54v; f. 69v; f. 81v; f. 97v; f. 111v; f. 127v.			Paper		1	Unknown			Hand b	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown		[MS (Not digitalised)](https://manuscripta.se/ms/100276)
							ff. 129r–141v		Alphabetic registre																						
							ff.160v–161v		Legal formulas													Hand c									
							f.161v	Book of Jesus' Son of Syrac	part.																						
							f.161v		On legal procedures																						
B 32			KB	Codex	4to	[1440-1443] (SGL 1500-1525)	ff.1-18r	KrL	Alphabetic registre	I:8(2b+4f;ff.1-8); II:10(4b+2f;ff. 9-18); III:4(2b;ff.19-22); IV:4(2b;ff.23-26); V:4(2b;ff.27-30); VI:4(2b;ff.31-34); VII:4(2b;ff.35-38); VIII:3(1b+1f;ff.39-41); IX:12(6b;ff.42-53); X:10(5b;ff.54-63); XI:12(5b+2f;ff.64-75); XII:20(10b;ff.76-95); XIII:10(3b+4f;ff.96-105); XIV:9(4b+1f;ff.106-114); XV:10(5b;ff.115-124); XVI:5(2b+1f;ff. 125-133); XVII:4(2b; ff.134-137); XVIII:4(2b;ff.138-141)	220x160x30	215x145	Yes. Custodes are added on the leaves ff. 22v–39v; ff. 134r–144r; as well as on f. 53v and f. 75v.	I	No	Paper	Ink	1	26	Cursiva R	No	Hand a	Unknown	Romanesque	R; B	Medium (3 lines) and small (2 lines) Lombard initials	Small and Medium	None	Throughout		[MS](https://manuscripta.se/ms/100277)
						1500-1525	ff.19-40	UL	Kkb					II								Hand b									
						1440-1443 (SGL 1500-1525)	f. 41r		Text on what is to be investigated at Profastatinget					I								Various scribes									
							f. 41v	HL	Kkb ch. 21.2																						
							f. 41v		SGE 20.8.1556																						
							ff.42-133v	KrL																							
						1500-1525	ff. 134r-141v		Tb (part.)					II								Hand b									
						1440-1443 (SGL 1500-1525)	f. 141v	MEL	Tb ch. 39					I								Various scribes									
B 33			KB	Codex	4to	1475-1500	ff.1r–19r	UL	Kkb	I:12(3b+6f; ff.1-12); II:7(3b+1f; ff.13-19); III:4(2b; ff.20-23); IV:10(5b; ff.24-33); V:2(1b; ff.34-35); VI:13(5b+3f; ff.36-48); VII:15 (6b+3f; ff.49-63); VIII:18 (6b+6f; ff.64-81); IX:10 (5b; ff.82-91); X:14 (7b; ff.92-105); XI:16 (5b+6f; ff.106-121); XII:14 (7b; ff.122-135); XIII:14 (6b+2f; ff.136-149); XIV:17 (8b+1f; ff.150-166); XV:12 (5b+2f; ff.167-178); XVI:18 (7b+3f; ff.179-196); XVII:5 (5f; ff.197-201)	210x155x40	205x140	Unknown	I	No	Paper	None	1	18-22	Cursiva R	No	Hand a (with additions made to ff. 1-3; ff. 34-35; ff. 43-44; ff- 67-69; ff. 115v-119v by Hand b [1500-1600]; that scribe is known also have written GUB Hs 149: 3; Skara Rara Ms Jur 5; KB B 38; KB B 147 and KB B 157)	Unknown	Romanesque	R; Black	Ornamented large foliate and partly inhabited initials (ca. 4-7 lines); medium (3-4 lines) and small initials (1 line).	Large; Medium and Small	None. According to AV; one large initial (7 lines) is found on f. 1r; two further large ones spanning over 5-6 lines on f. 22r and f. 53r; as well as one spanning over 4-5 lines on f. 43v. Two medium initials (2-3 lines) are found on f. 70r and f. 190v.	Throughout		[MS (Not digitalised)](https://manuscripta.se/ms/100278)
							ff.20r–23v	KrL	Kgb																						[Av](https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1400%22%5D&pid=alvin-record%3A472894&c=10)
							ff.24r–33v	MEL with partly contemporary (f. 185r-v; f. 186v) but mainly later additions in the margins from KrL and UL																							
B 34			KB	Codex	Unknown	1442-1443	ff.2-108	KrL		I:2 (1b; ff. mirror-1); II:12 (6b; ff. 2-13); III:12 (6b; ff. 14-25); IV:12 (6b; ff. 26-37); V:12 (6b; ff. 38-49); VI:12 (6b; ff. 50-61); VII:12 (6b; ff. 62-73); VIII:12 (6b; ff. 74-85); IX:12 (6b; ff. 86-97); X:12 (6b; ff. 98-109). Glued to the backcover is an Old Icelandic (?) or Old Swedish; two-columned (23 lines) text fragment.	210x160x50	210x150	No	I	No	Paper	Ink	1	26-32	Cursiva R	No	Hand a	Unknown	Romanesque	R; Black	Ornamented large (4 lines); medium (3 lines) and small initials (2 lines). Small initials are painted as Lombard letters. Most parts of the manuscript remain unilluminated with spaces left planned to be filled later.	Large; Medium and Small	None. One ornamented large initial on f. 2r1-4 and two further left empty on f. 66v18-21 and f. 99r27-30.	Throughout	Ejder (1974:9-10)	[MS](https://manuscripta.se/ms/100279)
							f.108v		Latin annotation											Younger Cursive		Further scribes		None	None	None	None	None			[AV](https://www.alvin-portal.org/alvin/view.jsf?aq=%5B%5B%7B%22A_FQ%22%3A%22KB+B%22%7D%5D%5D&c=155&aqe=%5B%5D&af=%5B%5D&searchType=TEXT&query=KB+B&pid=alvin-record%3A472947&dswid=-3678)
							f.109v		Letter																						
B 35			KB	Codex	Unknown	1470-1490	f. 1r	Bible	Fifth book of Moyses (Deuteronomium ch. 27:25)	I:4 (2b; ff. mirror-3); II:12 (6b; ff. 4-15); III:11 (5b; 1f; ff. 16-26); IV:12 (6b; ff. 27-38); V:12 (6b; ff. 39-50); VI:11 (5b; 1f; ff. 51-61); VII:11 (5b; 1f; ff. 62-72); VIII:11 (5b; 1f; ff. 73-83); IX:11 (5b; 1f; ff. 84-94); X:12 (6b; ff. 95-106); XI:12 (6b; ff. 107-118); XII:10 (4b; 2f; ff. 119-mirror)	210x150x50	210x145	No	I	No	Paper	Ink	1	30-35	Cursiva R	No	Hand a (with younger additions of altogether six further scribes); f. 117v-119v a younger addition	Unknown	Romanesque	R; B; G	Large (6-10 lines) ornamented initials; medium (3 lines) and small (2 lines) Lombard initials. Of the stated colours; G only appears in the large initial on f. 83r; and R and B together mostly only on f. 5r.	Large; Medium and Small	None. Nine Lombard or ornamented and at times foliated main initials on f. 5r12-18; f. 16r1-13; f. 27r23-27; f. 37v12-17 (?); f. 38v18-22 (?) (left empty); f. 46v 22-28 (left empty); f. 75r7-12 (left empty); f. 83r22-31; f. 97r11-18 (?). In addition; three medium initials as Lombard letters on f. 89r1-3; f. 92v14-16 and f. 105r14-16.	Throughout	Collin (1827:XXVII-XXVIII); Schlyter (1869:VIII-IX); Klemming (1881-1882:530); Holm (1988:32-34); Åström (2003); Åström (2013)	[MS](https://manuscripta.se/ms/100280)
							f. 1r	Chronicle	Various historical data																						[Av](https://www.alvin-portal.org/alvin/view.jsf?dswid=8148&searchType=TEXT&query=&aq=%5B%5B%7B%22A_FQ%22%3A%22b5%22%7D%5D%5D&aqe=%5B%5D&af=%5B%22ARCHIVE_ORG_ID_facet%3A23%22%2C%22CRP_facet%3A1400%22%5D&pid=alvin-record%3A472864&c=1)
							f. 1r		Diagram on the value of coins																						
							f. 1v	MEL	Äb ch. 1-2 (Mellersta lagen)																						
							f. 1v		Rhyme																						
							f. 1v		Geneological table																						
							f. 2r		RB 1507																						
							f. 2v		Letter of a judge on property in Alunda perish in Oland county.																						
							f. 3v	MEL & KrL	Rhyme on the sections of MEL and KrL (in Latin and Swedish)																						
							f. 3v		Rhyme																						
							f.; 3v		Rhyme for the memory of judges (by Olaus Petri)																						
							ff.4-14r	YVgL	Kkb																						
							f. 14r	Johannes de Garlandia: Proverbia																							
							ff.14v-110v	KrL																							
							ff. 111r-113r	Gårdsrett (unknown)																							
							f. 113v		List over public forests in Västergötland																						
							f. 114r	Revelations (St Bridgit); book 8	ch. 3																						
							f. 114v		List over Christian Swedish kings																						
							ff. 115r-116t		RB 1414																						
							ff. 116v-117r		Om högmäles ogärningar																						
							ff. 116v-117r		Text on differences between old and new laws																						
							ff. 117v-119v		Unknown																						
							ff. 120r-125r	Chronicle	Skara diocese by Brynolf Gerlaksson (1478-1505)																						
							f. 125v	Bible	Forth book of Moyses (part.)																						
